"TransactionID","itemDescription"
"2041_17-07-2015","liquor (appetizer)"
"1178_23-03-2015","coffee"
"2080_21-04-2015","whole milk"
"1928_17-09-2015","canned beer"
"2884_08-05-2015","cream cheese "
"3532_25-01-2015","pip fruit"
"1892_20-11-2015","honey"
"2880_03-11-2015","onions"
"2033_14-02-2015","meat spreads"
"3176_17-01-2015","citrus fruit"
"3768_16-01-2015","curd"
"3404_07-12-2015","whole milk"
"3891_22-11-2015","sugar"
"2974_26-12-2015","packaged fruit/vegetables"
"3831_07-03-2015","flour"
"1924_02-03-2015","dessert"
"4182_21-08-2015","chewing gum"
"1811_24-05-2015","bottled water"
"1283_13-11-2015","frozen vegetables"
"2154_15-03-2015","whole milk"
"4543_23-10-2015","long life bakery product"
"4642_03-12-2015","shopping bags"
"2360_18-02-2015","other vegetables"
"3231_31-03-2015","cocoa drinks"
"1356_08-09-2015","soda"
"4895_10-08-2015","cereals"
"3390_01-12-2015","coffee"
"4495_06-03-2015","waffles"
"1202_22-04-2015","rolls/buns"
"1811_23-09-2015","white wine"
"4996_20-02-2015","tropical fruit"
"3291_02-08-2015","semi-finished bread"
"1878_27-11-2015","whole milk"
"1483_27-06-2015","liquor (appetizer)"
"4683_23-09-2015","root vegetables"
"4386_08-09-2015","pip fruit"
"4825_15-11-2015","UHT-milk"
"2549_13-05-2015","liquor (appetizer)"
"4965_11-10-2015","newspapers"
"3251_10-09-2015","other vegetables"
"4932_20-11-2015","soda"
"3986_23-07-2015","bottled water"
"1616_19-01-2015","coffee"
"1239_02-07-2015","yogurt"
"4993_09-02-2015","UHT-milk"
"2762_18-12-2015","beef"
"1035_08-09-2015","newspapers"
"4717_16-05-2015","citrus fruit"
"4662_17-11-2015","rolls/buns"
"4267_10-10-2015","bottled beer"
"3500_18-01-2015","tropical fruit"
"4866_21-08-2015","canned beer"
"2492_18-06-2015","root vegetables"
"1044_09-02-2015","other vegetables"
"2070_19-12-2015","bottled water"
"3761_06-08-2015","beverages"
"1145_07-10-2015","root vegetables"
"3324_06-06-2015","butter"
"4455_26-12-2015","Instant food products"
"3465_30-07-2015","other vegetables"
"3940_16-01-2015","semi-finished bread"
"4934_31-10-2015","curd"
"3793_22-01-2015","pastry"
"2956_02-12-2015","bottled water"
"3662_20-07-2015","rolls/buns"
"3755_14-04-2015","hygiene articles"
"4173_11-05-2015","hamburger meat"
"3353_06-03-2015","bottled water"
"2193_03-09-2015","soda"
"2086_02-06-2015","frozen vegetables"
"1570_20-03-2015","whipped/sour cream"
"1233_31-07-2015","whole milk"
"4647_30-01-2015","fruit/vegetable juice"
"3178_03-01-2015","yogurt"
"2765_04-09-2015","tropical fruit"
"4221_04-01-2015","pet care"
"4265_12-12-2015","root vegetables"
"3532_26-05-2015","butter"
"1967_03-09-2015","onions"
"3474_25-02-2015","berries"
"4075_05-01-2015","bottled water"
"1551_11-05-2015","rum"
"4609_07-11-2015","herbs"
"1975_26-09-2015","root vegetables"
"4859_09-09-2015","whole milk"
"1502_31-10-2015","other vegetables"
"1901_21-04-2015","tropical fruit"
"4487_20-07-2015","onions"
"3364_29-06-2015","salad dressing"
"2537_14-10-2015","curd"
"4719_22-08-2015","yogurt"
"2348_11-12-2015","pastry"
"4294_03-12-2015","sauces"
"3774_12-01-2015","rolls/buns"
"2250_15-10-2015","whole milk"
"3034_07-05-2015","other vegetables"
"1799_07-08-2015","other vegetables"
"1278_07-11-2015","root vegetables"
"2837_22-04-2015","yogurt"
"3056_15-08-2015","other vegetables"
"2447_15-10-2015","root vegetables"
"1452_27-10-2015","chewing gum"
"4838_31-01-2015","cream cheese "
"4822_04-07-2015","pastry"
"2571_02-05-2015","tropical fruit"
"4310_27-02-2015","spices"
"2133_11-07-2015","brown bread"
"3568_17-10-2015","bottled beer"
"4474_10-11-2015","brown bread"
"3354_27-01-2015","salty snack"
"2389_04-06-2015","yogurt"
"1742_05-07-2015","photo/film"
"2574_18-05-2015","canned beer"
"4498_07-04-2015","yogurt"
"4612_30-04-2015","other vegetables"
"1075_29-01-2015","rolls/buns"
"1371_22-01-2015","whipped/sour cream"
"2960_21-06-2015","salty snack"
"4434_23-02-2015","rolls/buns"
"1378_12-10-2015","hamburger meat"
"1615_25-01-2015","beverages"
"2503_08-02-2015","whole milk"
"2381_01-04-2015","whole milk"
"1613_25-08-2015","cookware"
"1031_26-08-2015","cream cheese "
"3200_01-04-2015","specialty chocolate"
"1138_24-02-2015","butter milk"
"4958_24-05-2015","butter"
"4858_15-02-2015","frozen meals"
"1616_08-12-2015","pip fruit"
"1270_03-02-2015","cereals"
"2347_27-01-2015","red/blush wine"
"2076_04-12-2015","margarine"
"3597_07-07-2015","curd"
"2151_29-09-2015","pork"
"2940_07-11-2015","whole milk"
"3475_14-12-2015","root vegetables"
"2715_15-03-2015","other vegetables"
"3644_02-10-2015","pastry"
"4573_25-01-2015","curd"
"1649_29-11-2015","frozen meals"
"4079_17-08-2015","whole milk"
"1844_13-11-2015","salty snack"
"1420_08-12-2015","rolls/buns"
"2879_23-07-2015","whipped/sour cream"
"2440_08-06-2015","frozen meals"
"4095_29-12-2015","other vegetables"
"2437_15-11-2015","napkins"
"1324_24-01-2015","condensed milk"
"4184_15-12-2015","beverages"
"4574_03-10-2015","pastry"
"4881_26-03-2015","coffee"
"3790_04-08-2015","dish cleaner"
"2616_17-03-2015","whole milk"
"1275_04-06-2015","hygiene articles"
"2131_15-04-2015","yogurt"
"2509_03-02-2015","rolls/buns"
"3077_31-08-2015","salty snack"
"3653_12-09-2015","rolls/buns"
"2922_26-12-2015","onions"
"2971_27-01-2015","hamburger meat"
"1463_28-09-2015","specialty bar"
"4323_11-10-2015","tropical fruit"
"2632_01-07-2015","coffee"
"1481_04-06-2015","pip fruit"
"1283_06-03-2015","whipped/sour cream"
"1164_01-02-2015","sliced cheese"
"4275_11-09-2015","bottled water"
"2600_18-02-2015","cake bar"
"2084_15-08-2015","root vegetables"
"1621_20-02-2015","canned fruit"
"1291_06-03-2015","rolls/buns"
"3301_25-04-2015","cream cheese "
"2715_08-01-2015","male cosmetics"
"4150_26-08-2015","pastry"
"1775_11-10-2015","cat food"
"2073_04-02-2015","whole milk"
"1912_22-08-2015","bottled water"
"4033_06-06-2015","root vegetables"
"4877_28-02-2015","bottled water"
"2590_28-09-2015","hamburger meat"
"3982_28-01-2015","liquor (appetizer)"
"2782_09-06-2015","other vegetables"
"2100_27-01-2015","other vegetables"
"1785_21-12-2015","bottled water"
"3166_28-04-2015","hygiene articles"
"2251_29-03-2015","whole milk"
"1528_20-02-2015","curd"
"2012_29-03-2015","cling film/bags"
"3309_28-10-2015","packaged fruit/vegetables"
"1220_08-09-2015","waffles"
"2165_17-06-2015","pastry"
"3337_01-02-2015","liver loaf"
"4058_30-12-2015","cream cheese "
"1000_27-05-2015","pickled vegetables"
"3357_08-06-2015","newspapers"
"2222_08-01-2015","dental care"
"1207_14-11-2015","whole milk"
"3511_07-06-2015","specialty cheese"
"2171_02-08-2015","curd"
"3078_01-09-2015","other vegetables"
"3879_25-06-2015","soda"
"3472_06-02-2015","whole milk"
"4519_03-11-2015","beef"
"3275_26-10-2015","napkins"
"1763_13-09-2015","hard cheese"
"4619_27-05-2015","UHT-milk"
"2955_05-06-2015","soda"
"2700_15-11-2015","canned fish"
"2830_28-05-2015","salty snack"
"4940_21-08-2015","coffee"
"1311_29-06-2015","red/blush wine"
"4116_01-05-2015","soda"
"1476_22-03-2015","frozen vegetables"
"2918_04-11-2015","bottled water"
"4121_01-11-2015","shopping bags"
"1824_01-11-2015","bottled beer"
"4293_05-07-2015","rolls/buns"
"4308_05-12-2015","spread cheese"
"2998_14-07-2015","yogurt"
"2874_05-01-2015","hygiene articles"
"1281_11-02-2015","coffee"
"3471_14-01-2015","hygiene articles"
"1936_15-08-2015","berries"
"4163_30-05-2015","dishes"
"3369_29-12-2015","other vegetables"
"2335_13-01-2015","other vegetables"
"3957_15-02-2015","frozen potato products"
"4841_02-05-2015","rolls/buns"
"2184_07-12-2015","beverages"
"3118_29-12-2015","soda"
"4728_25-04-2015","chocolate marshmallow"
"2527_11-08-2015","whole milk"
"2926_08-11-2015","whole milk"
"1773_01-11-2015","pip fruit"
"1801_12-06-2015","newspapers"
"1916_13-11-2015","yogurt"
"2523_04-04-2015","curd"
"2550_08-06-2015","snack products"
"1319_19-05-2015","frozen meals"
"1649_16-05-2015","rolls/buns"
"2202_07-08-2015","newspapers"
"2569_16-07-2015","yogurt"
"2925_22-08-2015","herbs"
"2293_24-06-2015","long life bakery product"
"2190_11-10-2015","bottled water"
"2234_24-12-2015","liquor (appetizer)"
"4779_24-10-2015","other vegetables"
"3031_27-10-2015","whole milk"
"4275_05-07-2015","salty snack"
"2696_09-05-2015","curd"
"4453_02-08-2015","frozen vegetables"
"4776_08-02-2015","butter"
"3471_12-10-2015","rolls/buns"
"3143_21-01-2015","rolls/buns"
"4312_22-04-2015","whole milk"
"3327_04-05-2015","dishes"
"4344_06-05-2015","specialty bar"
"1718_11-03-2015","red/blush wine"
"3041_10-07-2015","berries"
"4110_06-02-2015","brown bread"
"2947_28-04-2015","tropical fruit"
"4280_06-12-2015","white wine"
"3022_15-11-2015","canned fish"
"1941_16-09-2015","other vegetables"
"4494_06-08-2015","frozen meals"
"2749_22-06-2015","citrus fruit"
"1241_22-05-2015","other vegetables"
"2066_23-03-2015","yogurt"
"1777_11-07-2015","curd"
"2178_03-05-2015","beef"
"4727_11-04-2015","root vegetables"
"3433_01-10-2015","red/blush wine"
"3035_08-11-2015","pastry"
"1464_07-03-2015","pastry"
"4161_03-05-2015","tropical fruit"
"2654_25-11-2015","berries"
"2206_21-03-2015","herbs"
"3950_05-12-2015","herbs"
"1706_07-03-2015","bottled water"
"3726_26-05-2015","other vegetables"
"3325_29-11-2015","white bread"
"3732_29-11-2015","oil"
"2563_06-01-2015","other vegetables"
"4924_01-03-2015","whole milk"
"1742_12-12-2015","detergent"
"4929_27-07-2015","grapes"
"1092_09-10-2015","other vegetables"
"1907_19-07-2015","newspapers"
"3540_05-03-2015","whole milk"
"2990_11-07-2015","meat spreads"
"4088_05-03-2015","yogurt"
"2028_20-12-2015","root vegetables"
"3026_24-01-2015","domestic eggs"
"2209_20-04-2015","rolls/buns"
"4071_15-10-2015","onions"
"4393_24-11-2015","herbs"
"2047_08-05-2015","canned beer"
"4610_19-07-2015","newspapers"
"1269_30-09-2015","whole milk"
"3629_11-01-2015","detergent"
"1899_19-10-2015","butter milk"
"1982_24-02-2015","butter"
"4977_19-04-2015","bottled beer"
"2399_12-02-2015","curd"
"2675_15-09-2015","rolls/buns"
"2760_12-07-2015","newspapers"
"2058_04-06-2015","chocolate marshmallow"
"4065_07-07-2015","other vegetables"
"1450_16-11-2015","yogurt"
"3739_06-08-2015","whole milk"
"3128_21-07-2015","newspapers"
"2331_28-11-2015","tropical fruit"
"2505_10-10-2015","whipped/sour cream"
"3758_13-01-2015","coffee"
"3574_13-02-2015","margarine"
"2563_29-12-2015","whole milk"
"2128_09-07-2015","brown bread"
"1230_27-01-2015","butter milk"
"4373_12-08-2015","rolls/buns"
"1693_05-09-2015","specialty chocolate"
"2743_13-07-2015","whole milk"
"1612_05-03-2015","rolls/buns"
"1835_22-06-2015","jam"
"3574_08-05-2015","sliced cheese"
"4102_08-04-2015","artif. sweetener"
"1283_15-03-2015","onions"
"4719_04-10-2015","pasta"
"4596_05-06-2015","bottled water"
"1380_13-05-2015","yogurt"
"1150_04-12-2015","fruit/vegetable juice"
"2937_20-06-2015","whole milk"
"2495_04-07-2015","newspapers"
"3581_25-12-2015","sliced cheese"
"3458_27-04-2015","butter"
"3723_14-03-2015","snack products"
"2249_22-01-2015","bottled water"
"1430_17-12-2015","other vegetables"
"3039_28-11-2015","whole milk"
"3455_01-02-2015","other vegetables"
"1831_09-01-2015","whole milk"
"4831_27-02-2015","pastry"
"3816_18-12-2015","fruit/vegetable juice"
"2314_06-09-2015","yogurt"
"2743_24-03-2015","pastry"
"1538_30-11-2015","root vegetables"
"3604_15-04-2015","bottled water"
"4734_22-11-2015","rolls/buns"
"2363_24-06-2015","candles"
"1484_27-08-2015","bottled beer"
"1764_29-09-2015","other vegetables"
"3595_23-03-2015","bottled beer"
"4303_25-12-2015","other vegetables"
"2695_07-01-2015","bottled beer"
"4538_28-11-2015","liquor (appetizer)"
"1979_21-11-2015","herbs"
"1148_27-09-2015","other vegetables"
"3443_04-04-2015","curd"
"3334_17-03-2015","soda"
"2508_06-10-2015","semi-finished bread"
"4136_11-08-2015","root vegetables"
"3599_25-05-2015","flour"
"4540_20-10-2015","mustard"
"2590_16-12-2015","pot plants"
"3361_21-06-2015","flower (seeds)"
"2855_08-11-2015","soda"
"3949_01-04-2015","bottled water"
"4836_03-07-2015","whole milk"
"2464_13-05-2015","rolls/buns"
"1788_09-10-2015","pork"
"2061_05-04-2015","whole milk"
"1963_30-12-2015","citrus fruit"
"1485_15-05-2015","packaged fruit/vegetables"
"1771_20-03-2015","specialty bar"
"3758_04-09-2015","whole milk"
"3180_04-05-2015","zwieback"
"2406_07-12-2015","whipped/sour cream"
"2255_27-04-2015","packaged fruit/vegetables"
"4826_25-01-2015","flour"
"1737_23-01-2015","rolls/buns"
"2404_08-03-2015","tea"
"3467_28-01-2015","beef"
"3395_19-08-2015","margarine"
"3405_04-03-2015","other vegetables"
"2718_23-03-2015","chewing gum"
"2927_03-02-2015","citrus fruit"
"4137_26-12-2015","dessert"
"3282_22-06-2015","soda"
"4567_10-09-2015","rolls/buns"
"4550_09-11-2015","newspapers"
"4223_03-10-2015","soda"
"2363_25-10-2015","whole milk"
"4806_24-11-2015","whole milk"
"1153_08-12-2015","grapes"
"4515_11-01-2015","beef"
"3200_11-02-2015","other vegetables"
"1012_03-10-2015","yogurt"
"2585_14-03-2015","butter"
"2229_19-03-2015","whipped/sour cream"
"3406_23-10-2015","rolls/buns"
"2234_15-07-2015","beverages"
"2549_14-06-2015","frozen fish"
"3385_16-02-2015","frozen vegetables"
"1746_08-08-2015","bottled water"
"4632_09-03-2015","whole milk"
"1476_29-03-2015","UHT-milk"
"4738_15-08-2015","whole milk"
"4235_26-04-2015","other vegetables"
"3574_05-11-2015","yogurt"
"4614_23-02-2015","rolls/buns"
"2216_17-11-2015","other vegetables"
"4425_17-10-2015","whole milk"
"4666_02-12-2015","whole milk"
"1148_09-07-2015","tropical fruit"
"2351_06-01-2015","rolls/buns"
"3543_17-05-2015","whole milk"
"2955_06-06-2015","whole milk"
"2257_13-03-2015","pip fruit"
"2612_01-02-2015","tropical fruit"
"3488_21-12-2015","other vegetables"
"2021_12-01-2015","whole milk"
"2186_01-09-2015","whipped/sour cream"
"1696_02-03-2015","rolls/buns"
"3309_17-05-2015","semi-finished bread"
"3092_24-12-2015","packaged fruit/vegetables"
"4497_20-02-2015","root vegetables"
"1848_27-06-2015","frozen vegetables"
"2466_27-07-2015","other vegetables"
"4411_22-07-2015","curd"
"2295_21-03-2015","root vegetables"
"1914_21-01-2015","other vegetables"
"1290_22-09-2015","whipped/sour cream"
"2293_19-12-2015","pip fruit"
"4027_12-05-2015","whipped/sour cream"
"4693_01-07-2015","bottled beer"
"1056_13-09-2015","other vegetables"
"4221_27-02-2015","hamburger meat"
"3248_14-01-2015","root vegetables"
"2815_10-09-2015","beef"
"4207_08-07-2015","pet care"
"1160_04-09-2015","chewing gum"
"3868_22-01-2015","citrus fruit"
"3707_26-06-2015","domestic eggs"
"2335_23-07-2015","tropical fruit"
"3432_04-04-2015","white bread"
"4510_05-04-2015","specialty chocolate"
"2893_06-10-2015","citrus fruit"
"4902_16-04-2015","whole milk"
"3443_23-10-2015","coffee"
"1864_30-06-2015","yogurt"
"2071_30-09-2015","canned beer"
"3092_11-04-2015","whipped/sour cream"
"2845_01-10-2015","processed cheese"
"2314_25-11-2015","yogurt"
"3882_19-10-2015","UHT-milk"
"4309_15-09-2015","salt"
"2369_08-09-2015","coffee"
"1787_09-05-2015","frozen meals"
"3284_19-11-2015","whole milk"
"1375_11-10-2015","newspapers"
"1949_06-03-2015","berries"
"4805_04-05-2015","rolls/buns"
"3759_02-04-2015","chocolate"
"3160_27-02-2015","pip fruit"
"2764_23-01-2015","domestic eggs"
"4225_01-05-2015","bottled beer"
"2719_10-04-2015","whole milk"
"3856_02-04-2015","newspapers"
"4079_20-09-2015","whole milk"
"2455_04-01-2015","cream cheese "
"1582_06-08-2015","shopping bags"
"1776_15-02-2015","margarine"
"3096_22-08-2015","fruit/vegetable juice"
"3453_16-12-2015","frozen vegetables"
"2731_11-04-2015","grapes"
"3899_24-12-2015","UHT-milk"
"4886_26-01-2015","soda"
"4455_04-01-2015","soda"
"2690_06-03-2015","whole milk"
"2171_28-07-2015","butter"
"3015_12-06-2015","root vegetables"
"4938_29-03-2015","whipped/sour cream"
"3449_10-10-2015","white bread"
"1848_06-07-2015","whole milk"
"3818_17-12-2015","whole milk"
"1540_23-02-2015","berries"
"1424_09-10-2015","instant coffee"
"3888_13-12-2015","shopping bags"
"2711_18-08-2015","bottled beer"
"3363_25-01-2015","detergent"
"4633_17-08-2015","white bread"
"2864_03-08-2015","shopping bags"
"2500_05-01-2015","grapes"
"1477_13-05-2015","berries"
"1635_25-11-2015","citrus fruit"
"2401_19-12-2015","red/blush wine"
"4971_17-05-2015","baking powder"
"1230_19-05-2015","domestic eggs"
"4414_23-01-2015","newspapers"
"2906_08-07-2015","dessert"
"3856_22-03-2015","sliced cheese"
"4025_27-04-2015","long life bakery product"
"1414_24-05-2015","other vegetables"
"4793_24-11-2015","yogurt"
"3101_17-01-2015","cat food"
"1651_17-12-2015","whole milk"
"4304_14-02-2015","canned fish"
"3663_07-11-2015","frozen fish"
"2525_23-10-2015","canned beer"
"1625_08-10-2015","packaged fruit/vegetables"
"3812_11-08-2015","soda"
"2879_28-12-2015","spread cheese"
"4180_11-11-2015","whole milk"
"4187_31-07-2015","bottled beer"
"4292_05-12-2015","red/blush wine"
"3043_05-01-2015","soda"
"1819_18-12-2015","berries"
"2446_08-09-2015","pork"
"1701_17-05-2015","photo/film"
"1047_09-08-2015","butter"
"1065_27-10-2015","dessert"
"4360_23-02-2015","coffee"
"2818_11-11-2015","photo/film"
"2008_30-08-2015","mayonnaise"
"2624_18-08-2015","whipped/sour cream"
"4564_04-11-2015","curd"
"1049_01-07-2015","whole milk"
"4433_25-03-2015","tea"
"3433_19-05-2015","frozen meals"
"4799_22-04-2015","roll products "
"4774_16-07-2015","pip fruit"
"1153_18-02-2015","ice cream"
"4776_25-10-2015","other vegetables"
"3596_19-01-2015","soda"
"4097_28-11-2015","grapes"
"2262_04-11-2015","bottled water"
"1518_07-09-2015","other vegetables"
"4593_18-08-2015","whipped/sour cream"
"4322_03-12-2015","dishes"
"3633_29-12-2015","pasta"
"2356_31-08-2015","butter milk"
"4268_16-04-2015","nuts/prunes"
"2775_06-08-2015","grapes"
"4757_16-06-2015","pip fruit"
"1231_27-01-2015","onions"
"4323_17-12-2015","domestic eggs"
"1182_21-01-2015","butter milk"
"3266_19-08-2015","domestic eggs"
"3109_29-06-2015","soda"
"2450_31-07-2015","cream cheese "
"1208_24-08-2015","misc. beverages"
"2115_24-06-2015","rolls/buns"
"3774_17-12-2015","candy"
"2904_17-09-2015","flour"
"3438_26-10-2015","dessert"
"3872_22-01-2015","root vegetables"
"3985_20-01-2015","bottled beer"
"2483_04-07-2015","whipped/sour cream"
"4445_01-12-2015","other vegetables"
"2462_25-03-2015","specialty cheese"
"1068_01-07-2015","spread cheese"
"1458_24-02-2015","grapes"
"1382_26-03-2015","pip fruit"
"3048_10-11-2015","white bread"
"3501_27-07-2015","UHT-milk"
"2340_02-03-2015","yogurt"
"1665_29-11-2015","soda"
"3982_29-09-2015","salt"
"1843_06-12-2015","chicken"
"3365_06-01-2015","soda"
"3230_14-01-2015","roll products "
"2312_15-05-2015","red/blush wine"
"3493_02-02-2015","pip fruit"
"1474_24-06-2015","root vegetables"
"4907_21-04-2015","whole milk"
"3575_08-05-2015","butter"
"1509_13-05-2015","liquor"
"1732_09-03-2015","yogurt"
"4975_23-04-2015","pip fruit"
"2947_16-07-2015","yogurt"
"2509_20-04-2015","ham"
"3061_17-08-2015","whole milk"
"1916_16-11-2015","fruit/vegetable juice"
"4214_09-06-2015","chewing gum"
"1104_27-10-2015","whole milk"
"4702_03-08-2015","dessert"
"2687_14-09-2015","root vegetables"
"3240_01-01-2015","whole milk"
"2816_15-05-2015","pastry"
"1524_05-12-2015","dessert"
"2483_28-10-2015","liquor (appetizer)"
"2101_04-09-2015","citrus fruit"
"3456_22-04-2015","other vegetables"
"4461_13-02-2015","white wine"
"1242_14-12-2015","tropical fruit"
"4017_04-11-2015","butter"
"1814_20-11-2015","waffles"
"1486_11-02-2015","yogurt"
"1514_11-01-2015","waffles"
"1710_21-05-2015","brown bread"
"3032_05-06-2015","UHT-milk"
"4896_24-10-2015","tropical fruit"
"3373_24-12-2015","other vegetables"
"1746_14-10-2015","UHT-milk"
"1355_19-09-2015","processed cheese"
"1162_06-08-2015","citrus fruit"
"2712_26-09-2015","other vegetables"
"1025_19-08-2015","UHT-milk"
"3067_17-07-2015","packaged fruit/vegetables"
"2675_10-09-2015","rolls/buns"
"1354_01-12-2015","frozen vegetables"
"4828_14-05-2015","whole milk"
"1000_24-07-2015","misc. beverages"
"2822_18-12-2015","shopping bags"
"1814_22-01-2015","pip fruit"
"1818_04-07-2015","butter"
"3082_25-09-2015","packaged fruit/vegetables"
"4398_09-11-2015","salt"
"1932_12-05-2015","whole milk"
"3180_06-02-2015","sugar"
"4332_25-10-2015","bottled beer"
"3175_26-02-2015","cream cheese "
"1357_06-09-2015","canned beer"
"2511_08-07-2015","bottled water"
"1159_14-06-2015","soda"
"3855_30-04-2015","oil"
"1889_20-02-2015","UHT-milk"
"2448_08-06-2015","cream cheese "
"2652_26-12-2015","pip fruit"
"1385_19-11-2015","root vegetables"
"2960_31-08-2015","pastry"
"2736_02-03-2015","onions"
"1768_21-04-2015","butter"
"2002_20-10-2015","onions"
"3046_18-11-2015","curd"
"2284_18-03-2015","frozen fish"
"1708_18-09-2015","spread cheese"
"1952_23-11-2015","pasta"
"3497_08-09-2015","red/blush wine"
"1479_14-05-2015","pip fruit"
"1237_09-04-2015","soda"
"4353_24-08-2015","UHT-milk"
"3528_18-08-2015","soda"
"2092_04-09-2015","pasta"
"2514_02-11-2015","other vegetables"
"4790_16-05-2015","other vegetables"
"1948_25-08-2015","pip fruit"
"3581_16-01-2015","light bulbs"
"4778_26-03-2015","salty snack"
"2601_26-03-2015","processed cheese"
"4678_31-03-2015","pot plants"
"3642_24-02-2015","dish cleaner"
"2957_19-09-2015","chewing gum"
"4585_28-09-2015","canned beer"
"3637_10-07-2015","butter milk"
"1353_09-02-2015","bottled water"
"3257_13-02-2015","other vegetables"
"2524_10-09-2015","whipped/sour cream"
"2035_23-12-2015","whole milk"
"3658_26-09-2015","beef"
"1901_29-11-2015","whole milk"
"3247_13-01-2015","rolls/buns"
"4308_24-01-2015","newspapers"
"1305_24-05-2015","other vegetables"
"1011_09-12-2015","grapes"
"2234_29-07-2015","whipped/sour cream"
"3744_08-12-2015","butter"
"2903_08-08-2015","bottled beer"
"3036_12-07-2015","yogurt"
"2465_27-12-2015","curd"
"1233_20-03-2015","margarine"
"1366_29-05-2015","whipped/sour cream"
"3741_06-08-2015","domestic eggs"
"2230_28-05-2015","cream cheese "
"1206_15-05-2015","sugar"
"3690_24-04-2015","pip fruit"
"3620_18-06-2015","yogurt"
"4759_20-02-2015","baby cosmetics"
"3543_11-10-2015","whole milk"
"2792_29-07-2015","liver loaf"
"1929_10-07-2015","other vegetables"
"2433_23-08-2015","other vegetables"
"4941_15-01-2015","hamburger meat"
"3547_07-10-2015","other vegetables"
"1290_24-04-2015","misc. beverages"
"4207_28-08-2015","red/blush wine"
"2107_01-03-2015","butter"
"3050_11-03-2015","grapes"
"3814_21-07-2015","whole milk"
"4875_13-09-2015","citrus fruit"
"3691_08-08-2015","yogurt"
"2433_14-03-2015","shopping bags"
"4757_09-01-2015","seasonal products"
"1407_29-04-2015","bottled water"
"4718_12-06-2015","pork"
"1240_14-04-2015","rolls/buns"
"1792_15-08-2015","domestic eggs"
"4486_09-11-2015","tropical fruit"
"1757_15-06-2015","packaged fruit/vegetables"
"2186_01-07-2015","zwieback"
"3752_15-04-2015","pip fruit"
"3051_29-11-2015","other vegetables"
"3688_23-10-2015","rolls/buns"
"4676_15-01-2015","whole milk"
"2142_25-06-2015","mayonnaise"
"4939_29-06-2015","whole milk"
"1806_06-07-2015","soda"
"1595_05-10-2015","whipped/sour cream"
"2086_09-03-2015","other vegetables"
"4251_03-10-2015","sweet spreads"
"2689_30-04-2015","whole milk"
"2560_26-11-2015","beef"
"2393_17-04-2015","whole milk"
"1669_19-08-2015","whole milk"
"3500_21-04-2015","tropical fruit"
"1213_03-03-2015","newspapers"
"4598_18-11-2015","other vegetables"
"1404_03-05-2015","rolls/buns"
"1758_26-02-2015","bottled water"
"1265_07-03-2015","other vegetables"
"1006_14-06-2015","flour"
"2779_17-10-2015","root vegetables"
"4457_03-09-2015","rolls/buns"
"2532_06-07-2015","pet care"
"2811_23-02-2015","onions"
"4004_10-05-2015","turkey"
"1737_09-05-2015","root vegetables"
"3266_25-10-2015","root vegetables"
"4981_10-01-2015","margarine"
"1934_06-08-2015","fruit/vegetable juice"
"2512_19-01-2015","specialty chocolate"
"3400_04-03-2015","whole milk"
"4301_01-05-2015","whole milk"
"2997_30-12-2015","brown bread"
"1098_05-08-2015","specialty chocolate"
"2208_30-07-2015","coffee"
"3672_28-05-2015","chicken"
"3651_24-01-2015","other vegetables"
"3957_15-05-2015","hard cheese"
"2986_11-01-2015","root vegetables"
"4433_25-05-2015","whole milk"
"3822_27-05-2015","whole milk"
"4588_30-04-2015","tropical fruit"
"2622_17-07-2015","rolls/buns"
"2117_02-05-2015","citrus fruit"
"1780_12-07-2015","soft cheese"
"3819_12-04-2015","soda"
"1884_11-12-2015","other vegetables"
"2595_23-01-2015","yogurt"
"3046_31-03-2015","newspapers"
"3228_26-01-2015","other vegetables"
"2251_23-06-2015","pet care"
"2368_11-11-2015","other vegetables"
"2573_03-01-2015","tropical fruit"
"4701_30-04-2015","soda"
"4384_25-05-2015","sweet spreads"
"1998_18-05-2015","dishes"
"4583_23-02-2015","bottled beer"
"2043_21-04-2015","long life bakery product"
"2201_22-05-2015","frozen meals"
"3522_23-09-2015","grapes"
"3922_28-08-2015","hard cheese"
"2636_11-09-2015","pastry"
"1092_27-07-2015","salty snack"
"2711_13-09-2015","butter"
"3899_22-04-2015","butter milk"
"4372_30-07-2015","root vegetables"
"4576_05-08-2015","misc. beverages"
"4953_10-10-2015","roll products "
"4692_27-10-2015","chocolate"
"1170_12-11-2015","rolls/buns"
"2625_08-04-2015","citrus fruit"
"2394_30-08-2015","whole milk"
"4277_18-02-2015","butter"
"3170_17-01-2015","waffles"
"2229_25-10-2015","meat"
"2944_01-02-2015","long life bakery product"
"2582_06-03-2015","grapes"
"1373_10-05-2015","canned beer"
"1366_25-10-2015","pastry"
"3469_10-05-2015","mustard"
"4012_16-05-2015","whole milk"
"2031_26-02-2015","dog food"
"2459_16-09-2015","frozen meals"
"4377_23-02-2015","soda"
"1534_13-08-2015","liquor"
"2051_23-07-2015","other vegetables"
"3430_26-01-2015","brown bread"
"1567_13-03-2015","candy"
"2972_21-05-2015","coffee"
"1287_28-08-2015","grapes"
"4776_08-08-2015","soda"
"2271_04-08-2015","bottled water"
"4657_15-08-2015","chocolate"
"2344_14-04-2015","semi-finished bread"
"1482_06-07-2015","soft cheese"
"1278_09-12-2015","frozen vegetables"
"4831_13-11-2015","whole milk"
